"ID","Name","Owner","People","Open deals","Organization created","Update time","Visible to","Next activity date","Last activity date","Won deals","Lost deals","Closed deals","Total activities","Done activities","Activities to do","Email messages count","Profile picture","Address","Latitude of Address","Longitude of Address","Apartment/suite no of Address","House number of Address","Street/road name of Address","District/sublocality of Address","City/town/village/locality of Address","State/county of Address","Region of Address","Country of Address","ZIP/Postal code of Address","Full/combined address of Address","Label","Labels","Website","LinkedIn profile","Industry","Annual revenue","Number of employees","Doors"
"4161","Centennialrealtyadvisors","Bill Douglas","0","0","2020-01-10 20:16:33","2020-05-21 18:49:51","All users","","","0","0","0","0","0","0","51","","","","","","","","","","","","","","","","","","","","","",""
"4162","Stratis IoT","Bill Douglas","0","0","2020-03-11 21:02:53","2021-12-22 22:45:19","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4163","Lighter Capital","Bill Douglas","2","0","2020-03-12 20:16:48","2023-12-08 09:29:03","All users","","","0","0","0","0","0","0","9","","","","","","","","","","","","","","","","","","","","","",""
"4164","Occidental Management","Bill Douglas","4","0","2020-04-08 18:49:07","2025-10-17 21:57:14","All users","","","0","0","0","0","0","0","3108","","8111 E. 32nd St. N. Suite 101, Wichita, USA, KS, 67226","","","101","8111","East 32nd Street North","","Wichita","Kansas","Sedgwick County","United States","67226","8111 E 32nd St N #101, Wichita, KS 67226, USA","","","","","","","",""
"4165","Tradecraft Industries - The Workshop","Bill Douglas","0","0","2020-04-16 21:09:02","2020-09-15 21:45:05","All users","","","0","0","0","0","0","0","0","","6145 Broadway, Denver, USA, CO, 80216-1030","","","","6145","Broadway","","Denver","Colorado","Adams County","United States","80216","6145 Broadway, Denver, CO 80216, USA","","","","","","","",""
"4167","INDUSTRY RiNo Station LLC","Bill Douglas","1","1","2020-04-16 21:09:04","2025-10-29 14:52:13","All users","2025-10-29","2025-10-28","0","0","0","5","3","2","0","","3827 Lafayette St, Denver, CO 80205, USA","","","","3827","Lafayette Street","","Denver","Colorado","Denver County","United States","80205","3827 Lafayette St, Denver, CO 80205, USA","","","","","","","",""
"4168","JA Fielden Co Inc.","Bill Douglas","0","0","2020-04-16 21:09:04","2020-04-22 18:18:34","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4169","INDUSTRY (Denver)","Bill Douglas","0","0","2020-04-16 21:09:05","2020-04-22 18:28:32","All users","","","0","0","0","0","0","0","0","","3001 Brighton Blvd, Denver, CO, 80216","","","","3001","Brighton Boulevard","","Denver","Colorado","Denver County","United States","80216","3001 Brighton Blvd, Denver, CO 80216, USA","","","","","","","",""
"4171","Ethos Veterinary Health","Bill Douglas","0","0","2020-04-16 21:09:06","2020-04-22 18:54:17","All users","","","0","0","0","0","0","0","0","","Ethos Veterinary Health, Denver, CO, 80205","","","","3100","Gilpin Street","","Denver","Colorado","Denver County","United States","80205","3100 Gilpin St, Denver, CO 80205, USA","","","","","","","",""
"4172","Feldmann Nagel, LLC","Bill Douglas","0","0","2020-04-16 21:09:07","2020-04-22 19:42:13","All users","","","0","0","0","0","0","0","0","","Brea Demel, Denver, CO, 80205","","","","","","","Denver","Colorado","Denver County","United States","80205","Denver, CO 80205, USA","","","","","","","",""
"4173","Emprise, IPA","Bill Douglas","0","0","2020-04-16 21:09:09","2020-09-15 19:01:09","All users","","","0","0","0","0","0","0","0","","1401 Delgany Street, Unit 306, Denver, CO, 80202","","","UNIT 306","1401","Delgany Street","","Denver","Colorado","Denver County","United States","80202","1401 Delgany St UNIT 306, Denver, CO 80202, USA","","","","","","","",""
"4174","Philemon Noda Partners, LLC","Bill Douglas","0","0","2020-04-16 21:09:10","2020-09-15 21:27:04","All users","","","0","0","0","0","0","0","0","","530 W 5th Ave, Knoxville, USA, TN, 37917","","","","530","West Fifth Avenue","","Knoxville","Tennessee","Knox County","United States","37917","530 W Fifth Ave, Knoxville, TN 37917, USA","","","","","","","",""
"4175","INDUSTRY SLC, LLC","Bill Douglas","0","0","2020-04-16 21:09:10","2025-10-30 22:41:47","All users","","","0","0","0","0","0","0","0","","INDUSTRY RiNo Station LLC, Denver, USA, CO, 80216","","","","3858","Walnut Street","","Denver","Colorado","Denver County","United States","80205","3858 Walnut St, Denver, CO 80205, USA","","","","","","","",""
"4176","QFactor Solutions","Bill Douglas","1","0","2020-04-16 21:09:11","2023-08-04 12:23:30","All users","","","0","0","0","0","0","0","307","","Industry, Denver, USA, CO, 80216","","","","3001","Brighton Boulevard","","Denver","Colorado","Denver County","United States","80216","3001 Brighton Blvd, Denver, CO 80216, USA","","","","","","","",""
"4177","IntelePeer Cloud Communications, Inc.","Bill Douglas","0","0","2020-04-16 21:09:12","2020-04-22 19:37:42","All users","","","0","0","0","0","0","0","0","","5975 South Quebec St #190, Centennial, USA, CO, 80111","","","190","5975","South Quebec Street","","Centennial","Colorado","Arapahoe County","United States","80111","5975 S Quebec St #190, Centennial, CO 80111, USA","","","","","","","",""
"4178","28th and Blake West, LLC","Bill Douglas","0","0","2020-04-16 21:09:12","2020-06-10 01:40:12","All users","","","0","0","0","0","0","0","0","","2724 Walnut Street, Denver, USA, CO, 80205","","","","2724","Walnut Street","","Denver","Colorado","Denver County","United States","80205","2724 Walnut St, Denver, CO 80205, USA","","","","","","","",""
"4179","Summit Networks","Bill Douglas","0","0","2020-04-16 21:09:13","2020-08-19 20:08:08","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4183","Catalyst","Bill Douglas","0","0","2020-04-16 21:09:17","2025-07-09 20:45:25","All users","","","0","0","0","0","0","0","0","","161 Detroit Street, Denver, USA, CO, 80206","","","","161","Detroit Street","","Denver","Colorado","Denver County","United States","80206","161 Detroit St, Denver, CO 80206, USA","","","","","","","",""
"4185","3Advance: Apps for Real-Time Marketplaces","Bill Douglas","1","0","2020-05-21 18:48:44","2020-05-21 18:48:44","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4186","Knowland","Bill Douglas","1","0","2020-05-21 18:48:44","2020-05-21 18:48:44","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4187","Gorman Company","Bill Douglas","1","0","2020-05-21 18:48:45","2020-05-21 18:48:45","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4188","DRG Executive Search Consultants","Bill Douglas","1","0","2020-05-21 18:48:46","2020-05-21 18:48:46","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4189","Di's Pies & Fries, LLC. A Teddy's Bigger Burger Franchise","Bill Douglas","1","0","2020-05-21 18:48:48","2020-05-21 18:48:48","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4190","Fulcrum Group","Bill Douglas","1","0","2020-05-21 18:48:49","2020-05-21 18:48:49","All users","","","0","0","0","0","0","0","3","","","","","","","","","","","","","","","","","","","","","",""
"4191","DTC|Greenwood Village Chamber of Commerce","Bill Douglas","1","0","2020-05-21 18:48:51","2023-12-08 09:29:14","All users","","","0","0","0","0","0","0","3","","Unit 1615 7600 Landmark Way 1971 Greenwood Village CO 80111 United States","","","UNIT 1615","7600","Land Mark Way","","Greenwood Village","Colorado","Arapahoe County","United States","80111","7600 Landmark Way UNIT 1615, Greenwood Village, CO 80111, USA","","","","","","","",""
"4192","JumpStart Inc.","Bill Douglas","1","0","2020-05-21 18:48:51","2020-05-21 18:48:51","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4193","UniversalPegasus International","Bill Douglas","1","0","2020-05-21 18:49:04","2020-05-21 18:49:04","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4194","BUSINESS DEVELOPMENT, INCENTIVE, FUNDRAISING and GIFT CARD CONSULTINGCOMPANY","Bill Douglas","1","0","2020-05-21 18:49:10","2020-05-21 18:49:10","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4195","Chris M Harris","Bill Douglas","1","0","2020-05-21 18:49:22","2025-08-14 23:44:14","All users","","","0","0","0","0","0","0","56","","","","","","","","","","","","","","","","","","","","","",""
"4196","Ace Hardware Corporation","Bill Douglas","1","0","2020-05-21 18:49:31","2020-05-21 18:49:31","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4197","Microsoft - Vnayak@hotmail.com","Bill Douglas","1","0","2020-05-21 18:49:33","2020-05-21 18:49:33","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4198","Source Direction and CompuSource Healthcare Consulting","Bill Douglas","1","0","2020-05-21 18:49:44","2020-05-21 18:49:44","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4199","Capgemini","Bill Douglas","1","0","2020-05-21 18:49:46","2020-05-21 18:49:46","All users","","","0","0","0","0","0","0","0","","Gevers Deynootplein 205 The Hague 2586 CT The Netherlands","","","","205","Gevers Deynootplein","Scheveningen","Den Haag","Zuid-Holland","Den Haag","Netherlands","2586 CT","Gevers Deynootplein 205, 2586 CT Den Haag, Netherlands","","","","","","","",""
"4200","Eight Quarter Advisors, LLC","Bill Douglas","1","0","2020-05-21 18:49:48","2025-06-25 14:38:45","All users","","","0","0","0","0","0","0","65","","","","","","","","","","","","","","","","","","","","","",""
"4201","Florida Keys Vacation Rentals Inc.","Bill Douglas","1","0","2020-05-21 18:49:48","2020-05-21 18:49:48","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4202","Bank of America Merrill Lynch","Bill Douglas","1","0","2020-05-21 18:49:48","2020-05-21 18:49:49","All users","","","0","0","0","0","0","0","0","","New JerseyUnited States Lawrenceville United States","","","","","","","Lawrence Township","New Jersey","Mercer County","United States","08648","Lawrenceville, Lawrence Township, NJ 08648, USA","","","","","","","",""
"4203","Tri West Sales, Inc","Bill Douglas","1","0","2020-05-21 18:49:50","2020-05-21 18:49:50","All users","","","0","0","0","0","0","0","5","","","","","","","","","","","","","","","","","","","","","",""
"4204","Xcel Communications Int'l, Inc.","Bill Douglas","1","0","2020-05-21 18:49:50","2020-05-21 18:49:50","All users","","","0","0","0","0","0","0","204","","","","","","","","","","","","","","","","","","","","","",""
"4205","LawCFO, LLC","Bill Douglas","1","0","2020-05-21 18:49:51","2020-05-21 18:49:51","All users","","","0","0","0","0","0","0","3","","","","","","","","","","","","","","","","","","","","","",""
"4206","CBIZ Inc","Bill Douglas","1","0","2020-05-21 18:49:51","2020-05-21 18:49:51","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4207","Net-Deziner","Bill Douglas","1","0","2020-05-21 18:49:51","2020-05-21 18:49:51","All users","","","0","0","0","0","0","0","4","","","","","","","","","","","","","","","","","","","","","",""
"4208","Centennial Realty Advisors LLC","Bill Douglas","3","0","2020-05-21 18:49:51","2025-11-07 08:11:14","All users","","","0","0","0","0","0","0","227","","","","","","","","","","","","","","","","","","","","","",""
"4209","Reel Telecom Services","Bill Douglas","1","0","2020-05-21 18:49:51","2020-05-21 18:49:51","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4210","Jordan & Skala Engineers Inc","Bill Douglas","2","0","2020-05-21 18:49:51","2020-05-21 18:50:20","All users","","","0","0","0","0","0","0","2","","","","","","","","","","","","","","","","","","","","","",""
"4211","Swinerton Incorporated","Bill Douglas","1","0","2020-05-21 18:49:51","2020-05-21 18:49:51","All users","","","0","0","0","0","0","0","6","","","","","","","","","","","","","","","","","","","","","",""
"4212","Invent Development Partners, LLC","Bill Douglas","1","0","2020-05-21 18:49:51","2020-05-21 18:49:51","All users","","","0","0","0","0","0","0","11","","","","","","","","","","","","","","","","","","","","","",""
"4213","Divine Social, LLC - A Facebook Ads Agency","Bill Douglas","1","0","2020-05-21 18:49:51","2020-05-21 18:49:51","All users","","","0","0","0","0","0","0","3","","","","","","","","","","","","","","","","","","","","","",""
"4214","Centennial Realty Advisors, LLC","Bill Douglas","2","0","2020-05-21 18:49:51","2025-11-07 08:11:19","All users","","","0","1","1","0","0","0","436","","","","","","","","","","","","","","","","","","","","","",""
"4215","Benson Orthodontics","Bill Douglas","1","0","2020-05-21 18:49:51","2020-05-21 18:49:52","All users","","","0","0","0","0","0","0","0","","3200 Cherry Creek South Drive, Suite 420 Denver CO 80209 United States","","","420","3200","Cherry Creek South Drive","","Denver","Colorado","Denver County","United States","80209","3200 Cherry Creek S Dr #420, Denver, CO 80209, USA","","","","","","","",""
"4216","Eight Quarter Advisors","Bill Douglas","1","0","2020-05-21 18:49:52","2023-12-08 09:29:32","All users","","","0","0","0","0","0","0","10","","","","","","","","","","","","","","","","","","","","","",""
"4217","RIA Research","Bill Douglas","1","0","2020-05-21 18:49:52","2023-10-12 12:09:48","All users","","","0","0","0","0","0","0","33","","6016 South Monaco Way Centennial CO 80111 United States","","","","6016","South Monaco Way","","Centennial","Colorado","Arapahoe County","United States","80111","6016 S Monaco Way, Centennial, CO 80111, USA","","","","","","","",""
"4218","Ri Ky Roofing & Sheet Metal LLC & Cool Planet Solar","Bill Douglas","1","0","2020-05-21 18:49:53","2020-05-21 18:49:53","All users","","","0","0","0","0","0","0","2","","","","","","","","","","","","","","","","","","","","","",""
"4219","KUSA-TV","Bill Douglas","1","0","2020-05-21 18:49:53","2020-05-21 18:49:53","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4220","SEO'Brien.com","Bill Douglas","1","0","2020-05-21 18:49:58","2023-12-08 09:29:16","All users","","","0","0","0","0","0","0","6","","","","","","","","","","","","","","","","","","","","","",""
"4221","I2 Construction, LLP","Bill Douglas","1","0","2020-05-21 18:50:00","2020-05-21 18:50:00","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4222","CB Insights","Bill Douglas","2","0","2020-05-21 18:50:00","2023-12-08 09:29:00","All users","","","0","0","0","0","0","0","32","","","","","","","","","","","","","","","","","","","","","",""
"4223","Lockton Affinity, LLC","Bill Douglas","1","0","2020-05-21 18:50:08","2023-12-08 09:29:08","All users","","","0","0","0","0","0","0","69","","","","","","","","","","","","","","","","","","","","","",""
"4224","SCL Health Lutheran","Bill Douglas","1","0","2020-05-21 18:50:09","2020-05-21 18:50:09","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4225","Wilhelm Management","Bill Douglas","1","0","2020-05-21 18:50:11","2020-05-21 18:50:11","All users","","","0","0","0","0","0","0","0","","1250 Wildwood Road Boulder CO 80305 United States of America","","","","1250","Wildwood Road","","Boulder","Colorado","Boulder County","United States","80305","1250 Wildwood Rd, Boulder, CO 80305, USA","","","","","","","",""
"4226","Brinkman Partners LLC","Bill Douglas","1","0","2020-05-21 18:50:14","2020-05-21 18:50:14","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4227","Koelbel and Company","Bill Douglas","6","2","2020-05-21 18:50:14","2025-11-05 13:47:30","All users","","2025-10-29","0","0","0","5","5","0","19","","","","","","","","","","","","","","","","","","","","","",""
"4228","Chief Outsiders","Bill Douglas","1","0","2020-05-21 18:50:14","2020-05-21 18:50:15","All users","","","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","",""
"4229","LogicMonitor - Curvature","Bill Douglas","1","0","2020-05-21 18:50:16","2020-05-21 18:50:16","All users","","","0","0","0","0","0","0","78","","","","","","","","","","","","","","","","","","","","","",""
"4230","My Marketplace Builder","Bill Douglas","1","0","2020-05-21 18:50:19","2020-05-21 18:50:19","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4231","Shearman & Sterling LLP","Bill Douglas","1","0","2020-05-21 18:50:19","2020-05-21 18:50:19","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4232","Zilker Media","Bill Douglas","1","0","2020-05-21 18:50:19","2020-05-21 18:50:19","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4233","DivInc","Bill Douglas","1","0","2020-05-21 18:50:19","2020-05-21 18:50:19","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4234","MassChallenge","Bill Douglas","1","0","2020-05-21 18:50:19","2020-05-21 18:50:19","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4235","The Ebco","Bill Douglas","1","0","2020-05-21 18:50:19","2020-05-21 18:50:19","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4236","Austin","Bill Douglas","1","0","2020-05-21 18:50:19","2020-05-21 18:50:19","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4237","Chipper, Advisor, Investor, Purpose Driven Hustle","Bill Douglas","1","0","2020-05-21 18:50:19","2020-05-21 18:50:19","All users","","","0","0","0","0","0","0","4","","","","","","","","","","","","","","","","","","","","","",""
"4238","MedtoMarket Consulting, Inc.","Bill Douglas","1","0","2020-05-21 18:50:19","2020-05-21 18:50:19","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4239","ValorUp LLC","Bill Douglas","1","0","2020-05-21 18:50:19","2020-05-21 18:50:19","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4240","The Fire Show Podcast","Bill Douglas","1","0","2020-05-21 18:50:19","2020-05-21 18:50:19","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4241","Texas State Small Business Development Center","Bill Douglas","1","0","2020-05-21 18:50:19","2020-05-21 18:50:19","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4242","Andrews Kurth LLP","Bill Douglas","1","0","2020-05-21 18:50:19","2020-05-21 18:50:19","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4243","Get Smart Content","Bill Douglas","1","0","2020-05-21 18:50:19","2020-05-21 18:50:19","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4244","Tributary Real Estate","Bill Douglas","2","0","2020-05-21 18:50:19","2023-12-08 09:29:07","All users","","","0","0","0","0","0","0","11","","","","","","","","","","","","","","","","","","","","","",""
"4245","Aruba HPE","Bill Douglas","2","0","2020-05-21 18:50:19","2023-12-08 09:29:15","All users","","","0","0","0","0","0","0","204","","","","","","","","","","","","","","","","","","","","","",""
"4246","Aruba","Bill Douglas","1","0","2020-05-21 18:50:19","2023-12-08 09:29:00","All users","","","0","0","0","0","0","0","19","","","","","","","","","","","","","","","","","","","","","",""
"4247","Cleaner","Bill Douglas","1","0","2020-05-21 18:50:19","2020-05-21 18:50:19","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4248","Rocksauce Studios","Bill Douglas","1","0","2020-05-21 18:50:19","2020-05-21 18:50:19","All users","","","0","0","0","0","0","0","3","","","","","","","","","","","","","","","","","","","","","",""
"4249","AngelSpan, Inc.","Bill Douglas","1","0","2020-05-21 18:50:19","2020-05-21 18:50:19","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4250","Data.world","Bill Douglas","1","0","2020-05-21 18:50:19","2020-05-21 18:50:19","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4251","J Hilburn","Bill Douglas","2","0","2020-05-21 18:50:20","2023-12-08 09:29:00","All users","","","0","0","0","0","0","0","3","","","","","","","","","","","","","","","","","","","","","",""
"4252","Goby Inc","Bill Douglas","1","0","2020-05-21 18:50:20","2020-05-21 18:50:20","All users","","","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","",""
"4253","Twentyseven Global LLC","Bill Douglas","1","0","2020-05-21 18:50:20","2025-03-06 21:44:52","All users","","","0","0","0","0","0","0","9","","3001 Brighton Boulevard, Suite 310 Denver CO 80216 United States","","","310","3001","Brighton Boulevard","","Denver","Colorado","Denver County","United States","80216","3001 Brighton Blvd #310, Denver, CO 80216, USA","","","","","","","",""
"4254","VARStreet Inc.","Bill Douglas","1","0","2020-05-21 18:50:20","2023-12-08 09:29:00","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4255","R K R CORP","Bill Douglas","1","0","2020-05-21 18:50:20","2020-05-21 18:50:20","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4256","Source Four Interior Elements.","Bill Douglas","1","0","2020-05-21 18:50:20","2020-05-21 18:50:20","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4257","Viega LLC","Bill Douglas","1","0","2020-05-21 18:50:20","2020-05-21 18:50:20","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4258","Rocky Mountain Sales, Inc.","Bill Douglas","1","0","2020-05-21 18:50:20","2020-05-21 18:50:20","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4259","Berkshire Residential Investments","Bill Douglas","1","0","2020-05-21 18:50:20","2020-05-21 18:50:20","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4260","LONG Building Technologies Inc","Bill Douglas","1","0","2020-05-21 18:50:20","2020-05-21 18:50:20","All users","","","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","",""
"4261","Missouri Partnership","Bill Douglas","1","0","2020-05-21 18:50:20","2020-05-21 18:50:20","All users","","","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","",""
"4262","Berk-Tel Communications, Inc.","Bill Douglas","1","0","2020-05-21 18:50:20","2020-05-21 18:50:20","All users","","","0","0","0","0","0","0","72","","","","","","","","","","","","","","","","","","","","","",""
"4263","The Broadmoor","Bill Douglas","1","0","2020-05-21 18:50:20","2020-05-21 18:50:20","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4264","P&M Corporate Finance - PMCF","Bill Douglas","1","0","2020-05-21 18:50:20","2023-07-20 17:31:29","All users","","","0","0","0","0","0","0","15","","","","","","","","","","","","","","","","","","","","","",""
"4265","ACE American Insurance Company","Bill Douglas","1","0","2020-05-21 18:50:20","2020-05-21 18:50:20","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4266","The Real Estate Garage","Bill Douglas","1","0","2020-05-21 18:50:20","2020-05-21 18:50:20","All users","","","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","",""
"4267","Shaw Construction, Inc.","Bill Douglas","1","0","2020-05-21 18:50:20","2020-05-21 18:50:20","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4268","Catamount Constructors Inc","Bill Douglas","1","0","2020-05-21 18:50:20","2020-05-21 18:50:20","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4269","The Greenway Foundation","Bill Douglas","1","0","2020-05-21 18:50:20","2020-05-21 18:50:20","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4270","Dish Networks","Bill Douglas","1","0","2020-05-21 18:50:20","2020-05-21 18:50:20","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4271","S A Miro Inc","Bill Douglas","1","0","2020-05-21 18:50:20","2020-05-21 18:50:20","All users","","","0","0","0","0","0","0","2","","","","","","","","","","","","","","","","","","","","","",""
"4272","ELEMENTS - Manufactured Construction and Floor Coverings","Bill Douglas","1","0","2020-05-21 18:50:20","2020-05-21 18:50:20","All users","","","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","",""
"4273","Four Mile Capital","Bill Douglas","1","1","2020-05-21 18:50:20","2025-09-03 19:58:04","All users","","","0","0","0","0","0","0","16","","","","","","","","","","","","","","","","","","","","","",""
"4274","MAX Construction Inc.","Bill Douglas","1","0","2020-05-21 18:50:20","2020-05-21 18:50:20","All users","","","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","",""
"4275","Frontier Fire Protection Inc","Bill Douglas","1","0","2020-05-21 18:50:20","2020-05-21 18:50:20","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4276","Mohawk Industries, Inc.","Bill Douglas","1","0","2020-05-21 18:50:20","2020-05-21 18:50:20","All users","","","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","",""
"4277","Shamrock Sales Inc","Bill Douglas","1","0","2020-05-21 18:50:20","2020-05-21 18:50:20","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4278","Illumination Systems Inc.","Bill Douglas","1","0","2020-05-21 18:50:20","2020-05-21 18:50:20","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4279","IHS Markit","Bill Douglas","1","0","2020-05-21 18:50:20","2020-05-21 18:50:20","All users","","","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","",""
"4280","Mile Zero, Inc.","Bill Douglas","1","0","2020-05-21 18:50:20","2020-05-21 18:50:20","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4281","VARStreet Inc","Bill Douglas","1","0","2020-05-21 18:50:20","2020-05-21 18:50:20","All users","","","0","0","0","0","0","0","7","","","","","","","","","","","","","","","","","","","","","",""
"4282","APC Schneider","Bill Douglas","1","0","2020-05-21 18:50:20","2023-12-08 09:29:00","All users","","","0","0","0","0","0","0","63","","","","","","","","","","","","","","","","","","","","","",""
"4283","Voree it Solutions","Bill Douglas","1","0","2020-05-21 18:50:20","2020-05-21 18:50:20","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4284","Voree it Solutions LLC","Bill Douglas","1","0","2020-05-21 18:50:20","2020-05-21 18:50:21","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4285","Jordan and Skala Engineers","Bill Douglas","1","0","2020-05-21 18:50:20","2020-05-21 18:50:21","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4286","Airwavz Solutions, Inc.","Bill Douglas","2","0","2020-05-21 18:50:20","2023-12-08 09:29:15","All users","","","0","0","0","0","0","0","83","","","","","","","","","","","","","","","","","","","","","",""
"4287","U Collective","Bill Douglas","1","0","2020-05-21 18:50:21","2020-05-21 18:50:21","All users","","","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","",""
"4288","DAE Group, LLC","Bill Douglas","1","0","2020-05-21 18:50:21","2020-05-21 18:50:21","All users","","","0","0","0","0","0","0","2","","","","","","","","","","","","","","","","","","","","","",""
"4289","HPE Aruba","Bill Douglas","2","0","2020-05-21 18:50:21","2023-12-08 09:29:00","All users","","","0","0","0","0","0","0","43","","","","","","","","","","","","","","","","","","","","","",""
"4290","Ucollective.com","Bill Douglas","1","0","2020-05-21 18:50:21","2020-05-21 18:50:21","All users","","","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","",""
"4291","EMR Associates","Bill Douglas","1","0","2020-05-21 18:50:21","2020-05-21 18:50:21","All users","","","0","0","0","0","0","0","9","","","","","","","","","","","","","","","","","","","","","",""
"4292","Portfolio Operations","Bill Douglas","1","0","2020-05-21 18:50:21","2023-12-08 09:30:01","All users","","","0","0","0","0","0","0","12","","","","","","","","","","","","","","","","","","","","","",""
"4293","Digital Services","Bill Douglas","1","0","2020-05-21 18:50:21","2023-12-08 09:28:58","All users","","","0","0","0","0","0","0","24","","","","","","","","","","","","","","","","","","","","","",""
